income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
6694,20968,4414,48341,2289,16381,medium,52,retired,PhD,346,7.88,1549,418,travel
7344,31825,4267,33259,2237,14064,low,60,self-employed,PhD,532,5.11,569,615,retirement
8056,32834,2002,48262,5172,6085,low,53,retired,PhD,425,6.24,2295,427,invest more
8777,27983,936,23504,5855,17075,medium,63,full-time,master's,337,2.78,3710,397,invest more
7438,40394,2276,68519,4765,8207,low,70,retired,master's,744,9.52,1370,1293,travel
4445,7531,6360,1887,2809,8575,high,26,self-employed,master's,367,1.85,884,501,retirement
6120,25383,3567,5150,3521,10117,medium,37,retired,PhD,781,1.42,2091,573,buy house
2361,6437,3569,8915,1319,14604,high,34,full-time,master's,423,5.29,799,230,retirement
5133,22777,9390,47434,1778,5342,low,55,self-employed,PhD,670,11.07,755,230,buy house
9209,46820,9768,21758,5070,10716,high,48,retired,PhD,390,3.42,973,567,buy house
6385,31892,8784,62443,3073,3796,low,67,retired,master's,735,11.15,1430,390,travel
5871,14354,3355,46672,3976,5584,high,48,retired,PhD,525,8.52,1374,1075,retirement
2157,11838,8886,10348,1347,4771,low,30,full-time,bachelor's,742,8.91,597,266,retirement
2437,5033,1393,10976,1134,14543,high,23,full-time,bachelor's,428,5.07,709,323,retirement
7817,48533,4762,25992,2774,8521,low,60,retired,master's,604,3.93,1677,499,retirement
7964,12695,2108,27358,3355,19766,medium,43,retired,master's,566,3.7,853,847,travel
6882,15296,7494,7067,3471,5214,low,37,full-time,master's,756,2.12,1581,406,invest more
6389,26701,225,57242,4273,18298,medium,63,full-time,PhD,579,8.99,1409,635,retirement
4717,10109,7693,20402,1905,7329,medium,32,full-time,master's,736,5.95,1287,377,travel
2683,7985,1256,17470,1799,2014,low,25,self-employed,bachelor's,759,6.98,519,339,invest more
4769,18158,5141,26997,1496,16541,medium,33,self-employed,master's,394,6.74,1028,337,retirement
9866,49004,3913,41852,5267,16614,low,61,full-time,master's,593,4.64,3170,1265,travel
7944,34651,1134,17138,3048,15211,high,36,full-time,master's,317,2.3,666,539,retirement
5477,22133,8020,2534,3142,2568,high,62,retired,master's,341,1.93,1751,290,travel
8894,49720,2392,50713,5671,16088,high,53,retired,master's,394,5.97,2044,335,travel
2736,19455,182,2922,1648,9457,medium,28,self-employed,master's,704,1.13,567,243,retirement
7346,49820,9161,9530,2509,5344,high,42,full-time,master's,496,2.54,1013,678,invest more
8162,29104,4361,39932,4326,1763,high,61,retired,master's,598,5.43,1150,727,buy house
9476,30597,677,8086,3303,8196,low,69,retired,PhD,822,0.92,1574,308,invest more
6864,10454,937,202,2930,11647,low,56,retired,master's,326,0.17,1686,790,invest more
3997,8247,7298,13370,2451,13523,low,27,self-employed,bachelor's,480,5.17,1619,273,buy house
7080,12815,8347,59237,4840,6598,high,62,retired,PhD,740,9.54,2528,572,travel
6756,21104,1284,29037,2396,5597,high,59,self-employed,master's,523,4.49,1660,309,travel
5810,28702,7871,13365,3672,5964,medium,64,full-time,PhD,809,3.65,1504,631,travel
8135,30873,6482,14399,3231,7720,high,38,retired,master's,612,2.57,1989,292,buy house
4836,6587,5209,1825,3056,10097,high,26,self-employed,master's,333,1.45,1298,267,invest more
6923,12045,7504,17944,4340,18701,medium,53,self-employed,master's,629,3.68,2951,1148,retirement
5252,29007,2010,27624,1720,5446,high,64,full-time,PhD,743,5.64,1075,428,travel
7199,23961,8892,24711,3800,11755,high,56,full-time,master's,818,4.67,1592,379,retirement
9490,18800,2768,30534,4532,17201,medium,54,self-employed,PhD,557,3.51,1557,635,travel
2456,11508,4518,27018,1328,8402,medium,28,self-employed,master's,842,12.84,677,382,travel
3892,8933,805,12723,1393,16548,medium,33,full-time,master's,639,3.47,641,329,buy house
9912,49604,6374,3939,5757,17874,medium,36,full-time,master's,536,1.04,3316,236,invest more
8931,49929,981,2466,4368,19900,medium,44,retired,PhD,612,0.39,2370,1237,buy house
6966,44686,1760,24263,3286,5512,low,54,retired,master's,747,3.74,876,673,retirement
9382,45023,372,30712,5711,19405,high,62,retired,PhD,432,3.31,1828,1518,buy house
5248,28419,721,28700,3463,5396,medium,39,self-employed,PhD,849,5.61,1607,628,retirement
8179,46173,8470,27932,5506,8062,high,54,retired,PhD,531,4.45,2386,214,retirement
5714,40930,5378,9696,2006,7058,medium,48,retired,PhD,336,2.64,1015,347,buy house
7332,49508,485,44642,4021,3220,medium,60,retired,master's,840,6.15,2744,547,invest more
4338,11930,3534,20528,1599,13943,medium,24,self-employed,bachelor's,361,5.55,932,406,retirement
6878,49981,2833,32216,2255,5981,low,36,retired,PhD,394,5.1,658,391,retirement
5358,23450,7475,22168,1691,10251,low,66,self-employed,PhD,763,5.53,755,321,travel
6926,24810,1063,13137,3003,18334,medium,36,self-employed,PhD,819,2.05,996,899,retirement
9255,35874,9322,31874,3357,18696,low,57,full-time,PhD,782,4.45,1043,998,invest more
3094,12519,3768,6836,2058,8088,low,25,self-employed,master's,792,3.43,731,256,retirement
8928,31872,483,42590,3320,13627,high,49,self-employed,PhD,494,4.82,1232,201,buy house
3362,19523,1675,26704,2197,8986,high,34,self-employed,master's,335,8.44,731,480,invest more
2957,13603,979,8206,1182,12373,medium,23,self-employed,master's,844,3.11,665,256,buy house
8868,27346,8309,10046,4940,4174,high,36,retired,PhD,759,2.07,2750,1064,buy house
8057,20698,3907,12556,3137,12354,low,41,full-time,PhD,399,2.04,1571,308,travel
4541,9548,3589,27307,1713,9432,medium,32,full-time,bachelor's,470,6.8,837,292,travel
7047,12425,5672,19679,2124,7406,low,40,self-employed,PhD,558,3.6,986,458,travel
2243,11215,6217,3937,1020,1804,low,26,full-time,master's,379,4.52,501,267,invest more
3762,12614,6545,31388,1584,8086,high,33,self-employed,bachelor's,843,10.08,700,309,travel
7831,15004,4003,19813,5454,4622,medium,48,full-time,PhD,569,3.04,2920,1028,buy house
9001,22048,5325,40201,6032,6824,high,57,full-time,master's,788,5.06,939,226,buy house
3379,6883,2993,5676,1804,15966,medium,24,full-time,bachelor's,615,2.56,1178,378,travel
7189,44996,6519,56819,3707,16880,high,63,full-time,PhD,467,8.81,2067,638,travel
3642,15848,7847,18959,1141,8815,medium,31,self-employed,master's,564,7.36,618,240,retirement
9109,33782,3882,45563,2806,14235,medium,55,full-time,PhD,550,5.43,942,733,retirement
4824,18493,2529,16186,3147,8127,high,33,full-time,bachelor's,750,3.88,1078,571,invest more
5399,44416,4110,29254,3420,18191,high,69,retired,master's,488,6.18,1695,342,invest more
9879,18116,2814,5697,3454,19528,medium,60,full-time,master's,650,0.86,1708,380,retirement
2585,11933,6031,11486,1503,9507,low,34,self-employed,bachelor's,554,6.77,758,327,buy house
7917,30551,489,15731,3111,8564,medium,65,full-time,PhD,661,2.05,2176,333,buy house
8367,36513,9325,25931,3588,2487,medium,52,self-employed,master's,546,4.21,1298,773,buy house
8310,13223,7658,18478,4496,19292,high,55,full-time,PhD,328,3.14,1391,424,invest more
2637,13990,9236,5575,1632,4438,medium,31,full-time,master's,371,5.61,790,206,retirement
8659,48710,1376,21962,3846,7930,medium,68,full-time,master's,677,2.69,2559,360,retirement
6217,41275,6353,27376,3278,14477,low,58,retired,master's,586,5.42,684,927,retirement
9098,19362,6412,24032,3645,6163,low,42,self-employed,PhD,403,3.35,1702,766,travel
3680,19830,4769,7831,1194,10629,high,29,self-employed,master's,494,3.42,781,333,travel
5645,45042,1048,45222,1803,4924,medium,52,full-time,PhD,311,8.2,946,333,retirement
5421,49173,6397,7556,3602,6910,medium,49,full-time,PhD,553,2.57,725,956,buy house
4047,6616,8490,28501,1983,14231,high,34,full-time,bachelor's,441,9.14,1235,397,buy house
4271,18226,9432,3311,1951,11269,low,35,full-time,master's,313,2.98,1238,268,retirement
8596,24702,4795,39973,3383,5137,high,53,full-time,PhD,507,5.21,880,637,invest more
7331,38779,1745,37521,4179,4207,high,56,self-employed,PhD,813,5.36,2027,972,travel
5591,45390,7712,18082,3417,17942,high,60,retired,PhD,404,4.61,1736,602,travel
380,4485,8650,1154,255,10351,medium,19,unemployed,in school,543,25.73,500,200,buy house
695,4873,7210,5744,336,9283,low,19,unemployed,in school,443,18.61,500,200,invest more
5099,25406,839,1392,2605,8003,high,44,self-employed,master's,479,0.44,867,263,travel
138,4693,6718,8708,47,5899,medium,20,part-time,high school,473,110.98,500,200,buy house
5598,17932,1907,18850,2509,6051,medium,46,retired,master's,794,3.71,1509,419,retirement
5392,43122,7811,28145,2899,2719,low,64,retired,PhD,575,6.67,1597,568,invest more
5967,11769,9596,16706,3896,5407,low,39,full-time,PhD,302,4.41,1184,798,retirement
6083,12536,6764,37125,3091,16515,low,60,self-employed,master's,446,7.21,644,885,invest more
2612,13094,6096,12035,1146,1979,medium,30,full-time,master's,344,6.94,570,221,invest more
9650,16289,1375,38026,5105,18300,high,44,full-time,master's,322,4.08,1982,1046,buy house
6897,11656,1857,22798,2605,4602,low,41,retired,PhD,695,3.57,1427,444,invest more
8159,42453,5628,36715,2981,6092,high,52,retired,master's,738,5.19,1814,280,invest more
5403,47161,5280,29790,1888,9988,low,48,self-employed,master's,396,6.49,1040,361,travel
7271,48834,5113,11303,2488,3840,low,62,full-time,master's,331,2.26,1559,744,retirement
5937,40699,5093,20162,2292,15817,high,41,retired,PhD,415,4.25,1234,280,travel
6698,10113,2677,2741,3970,2735,high,64,self-employed,PhD,490,0.81,594,621,travel
9334,43191,1510,22623,4971,16675,low,57,self-employed,PhD,328,2.59,2511,905,invest more
9771,15552,5741,11983,5925,11160,high,46,full-time,PhD,759,1.81,991,290,invest more
2627,18358,2878,9024,1774,18994,high,24,self-employed,master's,843,4.53,1207,234,invest more
2542,10981,9836,6858,1380,10853,high,28,full-time,bachelor's,787,6.56,862,271,travel
3440,10964,9973,6966,2200,11142,low,23,full-time,bachelor's,775,4.92,1321,584,travel
8924,30288,9253,10652,2824,8592,high,58,self-employed,PhD,769,2.23,1800,266,travel
4448,19749,4852,14229,1855,6603,medium,28,full-time,bachelor's,623,4.29,556,365,travel
5287,38456,8908,15746,2720,1562,high,37,self-employed,PhD,767,4.66,531,717,buy house
5723,43392,7586,17113,1867,10284,high,57,retired,PhD,691,4.31,1224,448,buy house
8543,42857,9671,9080,5968,15887,medium,63,full-time,master's,350,2.19,1576,996,retirement
2984,12982,1876,5179,1245,1894,low,27,full-time,bachelor's,377,2.36,548,217,travel
2878,8151,698,4528,967,16038,high,27,self-employed,master's,576,1.82,528,243,invest more
7296,48504,3831,51917,2493,14594,high,57,full-time,master's,624,7.64,911,553,retirement
6194,14053,8782,39629,2597,4521,medium,44,retired,master's,791,7.81,1560,570,invest more
3688,11014,3154,21955,1638,19500,high,34,full-time,bachelor's,583,6.81,961,339,travel
3213,17081,1959,14716,1221,19345,high,35,self-employed,master's,376,5.19,849,319,retirement
9559,44733,4950,33299,4951,13780,high,36,self-employed,PhD,531,4.0,2529,1244,retirement
9031,24024,8453,9454,3699,4960,medium,70,retired,PhD,602,1.98,953,293,retirement
9777,35015,1863,3933,5527,1748,low,44,self-employed,PhD,634,0.59,829,208,buy house
6008,15196,3195,4852,3745,1235,medium,38,full-time,PhD,772,1.34,2334,990,travel
9066,46509,9032,26482,5622,17696,low,46,self-employed,PhD,630,3.92,2738,555,invest more
7034,45103,1424,3057,2157,14874,medium,53,self-employed,master's,572,0.64,769,570,invest more
5104,34262,533,14343,2989,9648,medium,36,self-employed,PhD,762,2.91,2039,754,buy house
7400,37783,5568,36180,2220,11429,low,69,retired,PhD,780,5.64,557,254,buy house
5247,46597,3172,16633,3513,17935,low,43,full-time,PhD,436,3.77,733,1016,buy house
3703,5661,2033,26479,2003,7914,high,28,self-employed,master's,583,7.7,633,452,travel
8908,29495,8921,4405,3272,3867,low,52,retired,PhD,421,1.5,1557,938,retirement
7978,40336,5851,35216,4116,4274,high,53,self-employed,PhD,664,5.15,1645,900,travel
9732,48801,3621,6412,4835,7871,medium,54,retired,master's,344,1.03,2298,1439,retirement
6424,32946,2878,20155,2011,11140,low,39,retired,PhD,754,3.58,1387,227,travel
5978,20943,8424,35642,3650,5296,low,45,self-employed,PhD,500,7.37,1699,393,invest more
9960,18114,49,24879,5352,13737,medium,45,retired,master's,378,2.5,2899,1603,retirement
9369,36545,9661,17221,5315,4848,low,45,retired,PhD,458,2.87,2703,828,buy house
9827,30345,8533,5812,5864,12075,low,53,self-employed,PhD,452,1.46,4065,1750,travel
6738,46707,7041,43700,2316,2249,high,69,self-employed,PhD,615,7.53,1203,328,travel
8624,39488,5659,749,4066,15927,low,59,full-time,PhD,636,0.74,1919,1035,retirement
8647,34595,1080,23754,3309,5255,low,49,retired,master's,420,2.87,1260,250,invest more
4256,13655,3639,4161,1642,16884,medium,24,self-employed,bachelor's,717,1.83,705,202,travel
4656,15654,259,3518,1890,18739,high,28,self-employed,master's,333,0.81,1018,507,retirement
7830,31824,720,7237,4509,8989,medium,43,retired,master's,738,1.02,2092,879,buy house
4001,9333,6255,21116,2279,14958,high,25,full-time,bachelor's,309,6.84,1458,513,buy house
7074,19265,6494,45399,2255,13443,low,60,full-time,PhD,754,7.33,1147,356,retirement
4212,8022,9832,7982,2521,15621,medium,32,self-employed,master's,365,4.23,1443,613,retirement
9058,16663,3570,23193,6081,15942,high,41,full-time,master's,636,2.95,3239,711,travel
7161,31166,8774,19193,4748,3748,medium,57,full-time,PhD,375,3.9,3287,362,retirement
2599,7006,6758,709,898,8952,high,35,full-time,master's,313,2.87,611,236,buy house
9431,24772,4,41511,5957,9419,medium,59,retired,master's,634,4.4,1224,1209,invest more
8020,26458,8487,41325,4796,4381,high,65,full-time,master's,645,6.21,2816,596,buy house
6489,41536,2742,59609,4254,16193,high,60,self-employed,PhD,323,9.61,1964,619,retirement
8401,19269,8806,17894,5144,15830,low,45,retired,PhD,574,3.18,3000,718,retirement
4001,16013,8413,9017,2029,12344,medium,30,full-time,bachelor's,434,4.36,1234,430,buy house
6941,15788,97,33679,4720,2389,low,37,retired,master's,779,4.87,1771,332,travel
6703,45990,3084,24227,2865,15126,high,55,self-employed,master's,595,4.07,1830,379,travel
7113,22126,5437,48560,2422,9634,high,65,self-employed,PhD,351,7.59,1416,533,buy house
833,3452,5179,12252,522,15220,high,19,unemployed,in school,412,20.9,500,200,buy house
6571,22284,9217,28391,2275,10136,medium,65,self-employed,master's,536,5.72,1324,263,retirement
4793,9117,7569,5582,3091,5132,high,25,self-employed,bachelor's,762,2.74,652,837,retirement
2371,5645,6195,17824,1445,7773,high,25,self-employed,master's,410,10.13,872,337,travel
1630,1001,6131,6349,837,5504,medium,21,part-time,in school,516,7.65,528,224,retirement
8854,23663,6574,8879,3963,14217,high,42,retired,PhD,808,1.75,554,715,retirement
7588,29747,7968,35385,5257,6653,high,62,retired,master's,476,5.71,1923,1570,travel
6265,41763,8944,10233,4067,12327,low,67,self-employed,PhD,737,3.06,2351,436,travel
3286,7385,5767,29461,2128,16252,high,35,full-time,bachelor's,626,10.72,632,456,retirement
5885,26355,4698,29375,2805,5228,low,44,retired,master's,340,5.79,1272,803,buy house
1368,914,4132,7517,599,10966,medium,19,part-time,high school,778,8.51,500,200,invest more
7609,21405,6829,19134,5064,7700,low,40,retired,master's,462,3.41,1340,1339,invest more
9108,11308,1422,5148,3613,3295,high,60,retired,master's,644,0.72,2008,751,buy house
2686,19000,3777,3660,875,16053,medium,27,self-employed,master's,544,2.77,577,228,travel
9142,12899,4357,5961,3494,8285,low,46,self-employed,PhD,403,1.13,844,644,retirement
7317,36793,4449,18601,3889,1666,medium,50,full-time,PhD,784,3.15,2591,572,buy house
9701,28217,2167,3125,3949,5574,low,55,self-employed,PhD,404,0.55,1623,229,travel
8851,29138,6115,6798,2708,6546,medium,47,retired,PhD,327,1.46,1596,424,buy house
5017,31382,7009,35342,2832,2009,medium,55,full-time,PhD,789,8.44,1838,208,retirement
9238,29357,4166,42500,4107,2948,medium,46,full-time,master's,305,5.05,771,469,travel
8713,11592,7953,3986,4109,8425,high,57,self-employed,PhD,465,1.37,1614,1038,travel
5912,42101,3023,23636,2551,17250,medium,55,self-employed,PhD,429,4.51,1019,569,retirement
6641,31913,6400,33238,1998,2419,medium,42,self-employed,PhD,678,5.97,528,230,retirement
3960,5750,7015,28364,2493,17795,medium,30,full-time,master's,509,8.93,568,412,invest more
904,2429,586,16843,495,2465,high,19,part-time,in school,349,19.26,500,200,retirement
5218,11213,1743,45301,1573,13845,low,58,full-time,master's,321,9.01,810,239,travel
2320,14085,2248,14960,1278,6142,medium,25,full-time,master's,598,7.41,562,215,buy house
2272,11050,4953,20375,787,5578,medium,31,self-employed,bachelor's,503,11.14,505,233,travel
2363,18203,5809,25024,774,3600,low,26,self-employed,bachelor's,629,13.04,519,214,travel
5504,20897,6105,49868,3676,4274,high,60,retired,master's,599,10.17,2535,959,travel
5165,14609,2065,14716,3480,12367,medium,44,retired,PhD,403,3.25,2077,413,travel
4870,18055,3081,17982,2922,18569,high,29,self-employed,master's,640,4.32,665,535,invest more
7173,17411,8776,40978,4299,16186,high,61,retired,master's,301,6.94,1015,1083,invest more
6914,38534,310,41004,4282,5311,low,48,retired,master's,490,5.97,1852,966,invest more
2255,9195,7449,26259,1569,3830,low,31,self-employed,master's,707,14.94,935,444,travel
3094,15083,557,2177,1580,2007,medium,34,full-time,bachelor's,595,0.88,1097,414,travel
2318,17721,9135,24174,1410,15272,high,25,full-time,bachelor's,341,14.36,692,305,travel
377,4825,4380,14377,244,10747,medium,21,part-time,in school,319,49.62,500,200,travel
1820,3015,6364,16470,684,19040,medium,21,unemployed,in school,762,12.54,500,201,buy house
7392,13615,6874,19024,3992,5640,low,65,full-time,master's,831,3.5,1256,694,buy house
7220,35379,2965,29634,4967,9424,medium,58,self-employed,master's,808,4.51,3320,1361,invest more
6091,30423,24,10959,2273,11125,medium,54,self-employed,PhD,820,1.8,1231,452,retirement
6812,47768,6910,27919,2995,1099,medium,64,full-time,PhD,373,5.11,1039,770,travel
6216,23133,4115,10921,3951,7692,high,42,retired,master's,562,2.42,1074,354,buy house
8978,22492,3266,32230,4854,11430,low,69,retired,master's,487,3.95,1456,750,buy house
6176,17604,4262,45918,4151,18377,low,69,retired,master's,481,8.12,2314,451,buy house
7660,12257,7784,51217,4551,14039,low,65,retired,master's,326,7.7,1435,1011,invest more
8608,35784,9486,43127,6011,2753,high,45,self-employed,master's,560,6.11,2135,1473,buy house
6263,16087,4586,14438,2630,19184,high,42,self-employed,PhD,524,3.04,711,773,travel
512,91,6840,842,179,14779,high,19,unemployed,in school,495,14.97,500,200,travel
7100,39791,9231,28054,3918,11531,medium,44,retired,master's,590,5.25,1242,478,travel
8271,39040,7975,18095,4842,17476,low,55,retired,PhD,457,3.15,2028,1110,travel
6422,39021,666,12065,2763,6127,low,44,full-time,master's,346,1.98,1829,379,invest more
9105,24194,9226,18634,3266,12278,medium,39,full-time,master's,361,3.06,1577,858,travel
9799,20596,4532,30878,4004,3344,low,42,self-employed,master's,332,3.61,2039,1073,retirement
8850,31703,1139,52293,4326,9080,low,66,retired,PhD,846,6.04,919,928,invest more
5796,19788,679,18699,3980,13005,low,42,retired,master's,641,3.34,1566,565,retirement
6867,32272,3570,12528,3458,11186,high,63,retired,PhD,540,2.34,1367,581,invest more
5437,29149,4437,879,3377,1762,medium,67,retired,master's,484,0.98,2175,629,invest more
5203,30866,4944,11700,3516,1824,high,68,full-time,PhD,827,3.2,621,926,retirement
3513,16551,5273,30645,1463,3536,medium,33,self-employed,bachelor's,553,10.22,680,251,invest more
7631,29164,6275,10213,4339,13006,medium,49,retired,PhD,640,2.16,2070,386,retirement
7110,13900,3046,23584,4830,11535,high,54,self-employed,master's,811,3.74,998,1436,invest more
8131,37780,3503,1002,4134,5680,medium,70,self-employed,master's,545,0.55,845,668,buy house
7883,13041,5088,37349,2988,15026,medium,61,full-time,master's,810,5.38,666,225,retirement
2082,5453,5184,2444,1337,11370,high,32,full-time,bachelor's,518,3.66,809,375,travel
3797,16149,6157,7666,1374,18604,medium,24,full-time,bachelor's,770,3.64,836,379,buy house
3505,13790,557,15132,1887,10148,low,35,self-employed,bachelor's,371,4.47,1264,424,travel
8227,17538,9866,24436,4903,10145,medium,66,full-time,PhD,500,4.17,3325,610,invest more
8644,39049,5338,35285,5847,10964,high,44,retired,master's,732,4.7,704,805,retirement
9912,20479,1768,14839,5907,17939,medium,69,full-time,PhD,320,1.68,1986,238,buy house
5249,25968,2657,46142,1631,6553,high,47,self-employed,PhD,587,9.3,943,232,buy house
5265,37322,3356,31674,3410,5571,low,46,full-time,master's,478,6.65,1365,989,invest more
2193,6176,1793,8268,876,18380,medium,29,full-time,master's,578,4.59,555,227,buy house
9721,21014,7294,15993,4071,15994,high,41,self-employed,PhD,370,2.4,2561,1110,invest more
1932,2059,1059,5626,1120,16332,medium,21,part-time,in school,521,3.46,615,288,buy house
5328,41409,5248,34019,2565,11058,high,36,full-time,master's,336,7.37,608,718,retirement
4363,17215,4066,10662,2833,10498,low,28,full-time,master's,670,3.37,1495,464,travel
256,477,3349,7831,78,2978,low,18,unemployed,high school,394,43.5,500,200,buy house
368,3394,545,13536,124,15574,low,20,unemployed,high school,354,38.16,500,200,retirement
8716,31667,2089,33838,5526,3928,low,54,retired,PhD,712,4.12,948,658,invest more
6149,14168,2537,2097,2300,13091,high,45,retired,PhD,685,0.75,938,457,retirement
8290,22814,6400,25583,5251,2892,high,49,self-employed,master's,346,3.86,1001,907,invest more
6538,16498,1463,6672,2781,11382,medium,70,self-employed,PhD,640,1.24,630,569,travel
4940,15786,1487,5666,1864,11312,low,28,self-employed,master's,567,1.45,531,516,retirement
8413,21291,9066,11934,5085,2823,medium,43,self-employed,master's,834,2.5,2702,1220,invest more
5569,22712,1909,31457,2132,6046,low,37,full-time,PhD,711,5.99,923,601,invest more
5076,29922,902,301,3411,2645,low,52,retired,master's,443,0.24,1921,375,buy house
2128,9018,3733,26141,1103,6442,high,27,self-employed,master's,428,14.03,612,330,buy house
8785,49381,9546,60473,5038,14214,medium,63,full-time,PhD,524,7.97,1287,962,travel
3065,18053,882,2272,2142,13361,low,22,full-time,master's,316,1.03,1227,353,invest more
4475,13840,4098,19053,1765,15527,high,31,full-time,bachelor's,720,5.17,542,292,buy house
9425,48760,7117,23321,5407,3690,high,49,self-employed,master's,678,3.23,3745,1249,invest more
5467,32343,9962,11031,1812,17985,medium,60,full-time,PhD,549,3.84,783,366,buy house
2543,12883,1263,4541,1309,19063,medium,23,full-time,bachelor's,818,2.28,800,274,travel
8714,18745,1728,16142,4753,8258,low,53,retired,PhD,768,2.05,3037,874,invest more
5250,18875,4209,1477,3645,2794,low,57,full-time,master's,480,1.08,2146,523,invest more
6326,41715,6064,28139,3119,10846,medium,38,self-employed,PhD,752,5.41,790,400,buy house
9757,38042,9505,53955,5652,3858,high,70,self-employed,master's,684,6.5,3720,1340,retirement
6209,20115,4133,11034,3119,10228,low,52,self-employed,PhD,350,2.44,982,560,buy house
3983,13506,946,27588,1826,11068,medium,34,full-time,master's,603,7.16,709,341,travel
5911,31648,4577,31891,2278,15928,low,54,full-time,PhD,378,6.17,1057,661,buy house
8820,40379,8863,27664,5046,6212,high,46,full-time,PhD,697,4.14,2820,1101,retirement
5709,11052,8870,46168,3883,10936,high,62,full-time,master's,732,9.64,1210,365,retirement
5894,19237,6091,16667,2873,19691,medium,36,self-employed,master's,534,3.86,788,745,retirement
9005,46573,9013,36160,3027,15660,high,66,self-employed,PhD,482,5.02,1083,672,travel
9674,34533,5226,9589,5198,1449,high,65,self-employed,PhD,433,1.53,1242,1527,buy house
9669,37608,5764,4881,5375,17959,low,41,self-employed,PhD,835,1.1,1911,553,buy house
3159,11146,8001,15948,1781,12053,medium,28,full-time,master's,725,7.58,924,505,buy house
8362,46599,7541,59719,3371,12693,high,66,retired,master's,452,8.04,1836,247,invest more
4844,16245,1858,24632,2411,17141,high,35,self-employed,bachelor's,450,5.47,688,432,travel
6191,43843,1296,8617,2950,1741,low,62,retired,master's,330,1.6,774,484,invest more
8452,36849,6350,29039,5033,8314,medium,55,full-time,master's,475,4.19,3448,710,invest more
5140,39034,6037,12513,2805,10873,medium,43,full-time,PhD,358,3.61,1260,622,retirement
6535,45734,4656,57964,2337,5610,low,67,retired,PhD,666,9.58,1094,378,retirement
7054,16550,3352,60306,4483,8650,medium,62,self-employed,master's,354,9.02,1530,1163,travel
9198,28104,5927,44537,6315,3799,low,45,retired,PhD,592,5.49,3949,1541,buy house
5591,16363,2513,22440,3361,9274,high,54,self-employed,PhD,616,4.46,2081,545,retirement
8374,13334,9192,48907,2601,9211,low,58,self-employed,PhD,417,6.94,887,376,travel
1289,4993,2448,1832,884,3271,high,18,part-time,in school,302,3.32,515,209,buy house
9643,45954,4566,52905,3613,10535,medium,60,self-employed,PhD,497,5.96,777,861,invest more
7230,23624,1782,39807,3579,7549,medium,49,retired,PhD,677,5.75,1449,242,buy house
6109,14752,2840,31482,3867,19442,medium,36,self-employed,PhD,416,5.62,1048,808,retirement
6600,33310,1421,10812,2134,11451,medium,69,full-time,master's,715,1.85,1309,561,retirement
6459,25738,5228,20809,2280,9352,high,53,retired,master's,385,4.03,1191,387,travel
5123,17532,3227,18753,1623,15674,high,45,full-time,master's,781,4.29,1126,469,retirement
6670,27786,1126,34,3186,12446,medium,65,retired,master's,764,0.17,864,346,buy house
692,1904,5755,9597,231,1147,low,21,unemployed,high school,609,22.15,500,200,invest more
3741,18521,5341,14793,1471,3804,high,25,self-employed,bachelor's,650,5.38,635,279,invest more
8974,38422,9862,51687,5689,18420,medium,64,retired,master's,404,6.86,3951,1294,travel
5378,47205,1337,35309,3175,3571,medium,49,retired,PhD,735,6.81,2154,891,buy house
4795,7772,7613,17004,3141,1142,low,28,self-employed,master's,597,5.13,1352,914,retirement
7542,45330,2076,25741,2942,2788,high,57,retired,master's,402,3.69,1831,850,retirement
8080,29379,4066,44075,3217,13291,high,66,retired,master's,624,5.96,1594,507,buy house
2742,16539,873,26593,1697,12355,high,33,self-employed,master's,368,10.01,706,439,invest more
7188,28878,6499,27566,2330,4656,low,48,retired,PhD,526,4.74,1152,454,invest more
6119,31211,2717,31307,4271,11097,low,40,full-time,PhD,762,5.56,2587,690,buy house
6355,48330,9307,3141,2188,3374,high,69,self-employed,master's,588,1.96,661,565,retirement
3002,16645,6959,8163,1488,11699,high,28,full-time,bachelor's,484,5.04,1009,275,buy house
6543,15752,1016,2907,3666,9197,high,43,retired,master's,327,0.6,2288,521,retirement
3803,7603,6198,6120,1805,5948,high,32,self-employed,bachelor's,841,3.24,749,232,travel
8657,44591,9454,29603,2850,3946,high,56,retired,master's,464,4.51,1365,650,buy house
5519,31558,4025,6888,3564,9516,medium,67,retired,PhD,477,1.98,1607,834,invest more
9101,35873,9678,23378,4314,15088,low,57,self-employed,PhD,345,3.63,1259,1288,retirement
9654,18396,9850,25526,3515,5878,low,40,retired,PhD,621,3.66,1575,526,retirement
8860,20210,3473,3207,3140,14421,high,51,full-time,PhD,715,0.75,1316,803,retirement
7081,42448,2511,21075,4170,8788,low,41,retired,PhD,722,3.33,2639,697,invest more
4587,18347,1755,22042,2951,10492,low,35,full-time,bachelor's,445,5.19,1684,422,retirement
9857,22414,5231,7620,6888,5223,high,41,retired,master's,648,1.3,3865,1151,travel
9918,18605,4025,25536,4832,16892,high,47,retired,PhD,767,2.98,3374,635,buy house
6764,44041,989,24046,3186,9487,high,46,full-time,master's,688,3.7,677,357,invest more
9500,13094,6274,19987,6563,14720,medium,63,self-employed,PhD,413,2.76,4407,1733,retirement
3452,6621,2688,6588,2194,18587,low,27,self-employed,master's,438,2.69,732,216,retirement
